Title;Price;Stock;Category;Cover;UPC;Product Type;Price (excl. tax);Price (incl. tax);Tax;Availability;Number of reviews
The Dovekeepers;48.78;14;Add a comment;http://books.toscrape.com/media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg;3d76bc83c6b644c9;Books;48.78;48.78;0.00;In stock (14 available);0
The Darkest Lie;35.35;14;Young Adult;http://books.toscrape.com/media/cache/3b/6a/3b6ae7b1d7736819f4f44605441e283e.jpg;6edacfd1f8ebb9eb;Books;35.35;35.35;0.00;In stock (14 available);0
The Bane Chronicles (The Bane Chronicles #1-11);44.73;14;Fantasy;http://books.toscrape.com/media/cache/e9/fe/e9fed5b725a6badd26ef93175fdc248b.jpg;dc6f688b82e42a5b;Books;44.73;44.73;0.00;In stock (14 available);0
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts;15.77;14;Nonfiction;http://books.toscrape.com/media/cache/c4/d7/c4d78673f6228b246d5d547c29eaa58b.jpg;923831a05c9f91f7;Books;15.77;15.77;0.00;In stock (14 available);0
The 14th Colony (Cotton Malone #11);39.24;14;Thriller;http://books.toscrape.com/media/cache/5b/3e/5b3e36ce7c82e9dd8b416a23531c0121.jpg;1b8187fa4bf6ab05;Books;39.24;39.24;0.00;In stock (14 available);0
That Darkness (Gardiner and Renner #1);13.92;14;Mystery;http://books.toscrape.com/media/cache/23/b8/23b81994234ac127d701db1531a08e48.jpg;0c7b9cf2b7662b65;Books;13.92;13.92;0.00;In stock (14 available);0
Tastes Like Fear (DI Marnie Rome #3);10.69;14;Mystery;http://books.toscrape.com/media/cache/74/9b/749bca168778cf35fdb2441a9d6b403f.jpg;2d1e337aaf341858;Books;10.69;10.69;0.00;In stock (14 available);0
Take Me with You;45.21;14;Fiction;http://books.toscrape.com/media/cache/bd/ad/bdad8933d15df7d7c6f3a16a9315048b.jpg;2c04320e110a14a3;Books;45.21;45.21;0.00;In stock (14 available);0
Swell: A Year of Waves;45.58;14;Nonfiction;http://books.toscrape.com/media/cache/7d/a6/7da658ca2d3fce1a9958fb754a179ba8.jpg;4c8b7540409da4ac;Books;45.58;45.58;0.00;In stock (14 available);0
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1);11.89;14;Sequential Art;http://books.toscrape.com/media/cache/31/32/3132ce8535ec612bf8588a5bc62998d4.jpg;ac8e3949d284e9a9;Books;11.89;11.89;0.00;In stock (14 available);0
Still Life with Bread Crumbs;26.41;14;Fiction;http://books.toscrape.com/media/cache/a3/eb/a3ebe1ca5df0d3ff3e3d2b8fb8b2a551.jpg;fe44cc816576c652;Books;26.41;26.41;0.00;In stock (14 available);0
Steve Jobs;39.50;14;Default;http://books.toscrape.com/media/cache/70/a4/70a49dbcdbbdbc8b7264d254d8197ecd.jpg;95019eac1c0a052f;Books;39.50;39.50;0.00;In stock (14 available);0
Sorting the Beef from the Bull: The Science of Food Fraud Forensics;44.74;14;Science;http://books.toscrape.com/media/cache/5d/a5/5da545b9d44464af8b3d0a9511a050ca.jpg;3edcccc4f341fb1a;Books;44.74;44.74;0.00;In stock (14 available);0
Someone Like You (The Harrisons #2);52.79;14;Contemporary;http://books.toscrape.com/media/cache/03/67/03672d82cd257167775d88568d2cce38.jpg;a278db6b2b09cf9f;Books;52.79;52.79;0.00;In stock (14 available);0
So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6);35.43;14;Sequential Art;http://books.toscrape.com/media/cache/53/ea/53ead08572cc44510da38edf559722d1.jpg;394f6d30cafc3edb;Books;35.43;35.43;0.00;In stock (14 available);0
Shtum;55.84;14;Fiction;http://books.toscrape.com/media/cache/63/62/63623a0b014b1f26e49aa61786e6e708.jpg;830fb3967c74866d;Books;55.84;55.84;0.00;In stock (14 available);0
See America: A Celebration of Our National Parks & Treasured Sites;48.87;14;Travel;http://books.toscrape.com/media/cache/c7/1a/c71a85dbf8c2dbc75cb271026618477c.jpg;f9705c362f070608;Books;48.87;48.87;0.00;In stock (14 available);0
salt.;46.78;14;Poetry;http://books.toscrape.com/media/cache/c9/92/c9924f9637aef6d9fc8e165be62f69ee.jpg;86cbddb61ea78bb7;Books;46.78;46.78;0.00;In stock (14 available);0
Robin War;47.82;14;Sequential Art;http://books.toscrape.com/media/cache/08/e3/08e3fff11713d162620c920a2574e149.jpg;85b2176b3b194030;Books;47.82;47.82;0.00;In stock (14 available);0
Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1);25.48;14;Sequential Art;http://books.toscrape.com/media/cache/7a/23/7a2319e460168eff8d91828ff380849c.jpg;31e2e2d9cca3778f;Books;25.48;25.48;0.00;In stock (14 available);0
Rain Fish;23.57;14;Childrens;http://books.toscrape.com/media/cache/ea/1f/ea1f22fa3179f3f84fbadd24fe89a1fd.jpg;a6454e329f872b78;Books;23.57;23.57;0.00;In stock (14 available);0
Quarter Life Poetry: Poems for the Young, Broke and Hangry;50.89;14;Poetry;http://books.toscrape.com/media/cache/68/92/68922093080c377fa521ba64d8d372e1.jpg;aa35446aab16017f;Books;50.89;50.89;0.00;In stock (14 available);0
Pet Sematary;10.56;14;Horror;http://books.toscrape.com/media/cache/99/ef/99ef2f3987ee016bdd120a4579ef98f5.jpg;af58a74e4b2a23a0;Books;10.56;10.56;0.00;In stock (14 available);0
Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress;52.15;14;Self Help;http://books.toscrape.com/media/cache/7f/6b/7f6bfd0fc24b974b4d7721899e93aa2c.jpg;8ecf0356a3878811;Books;52.15;52.15;0.00;In stock (14 available);0
Once Was a Time;18.28;14;Childrens;http://books.toscrape.com/media/cache/e6/5e/e65e45701ce6d2da8c5cf31d6208ff02.jpg;e34efcc824685332;Books;18.28;18.28;0.00;In stock (14 available);0
Old School (Diary of a Wimpy Kid #10);11.83;14;Humor;http://books.toscrape.com/media/cache/55/82/5582626cb185a8eb2914c15d5287afbd.jpg;02b74068fa98d8a4;Books;11.83;11.83;0.00;In stock (14 available);0
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon;21.95;14;Nonfiction;http://books.toscrape.com/media/cache/c6/e5/c6e596ddbcd5d5f448d1bae14f2e09d3.jpg;132ec5e8c984adef;Books;21.95;21.95;0.00;In stock (14 available);0
Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14);38.39;14;Sequential Art;http://books.toscrape.com/media/cache/0b/b8/0bb8bd42d6b58c7966ba67472a55f905.jpg;71e36f33981ddb74;Books;38.39;38.39;0.00;In stock (14 available);0
My Name Is Lucy Barton;41.56;14;Fiction;http://books.toscrape.com/media/cache/28/db/28db43984c765a1d02fd3495f5c52eb6.jpg;727bf2b86b19ad88;Books;41.56;41.56;0.00;In stock (14 available);0
My Mrs. Brown;24.48;14;Fiction;http://books.toscrape.com/media/cache/2d/a3/2da3464fa2010bebedfba9eca77e42be.jpg;cc82685d9f49bc2c;Books;24.48;24.48;0.00;In stock (14 available);0
My Kind of Crazy;40.36;14;Young Adult;http://books.toscrape.com/media/cache/2b/38/2b38dc9b90299a9755fb15bed3293342.jpg;137b0b2775701e11;Books;40.36;40.36;0.00;In stock (14 available);0
Mr. Mercedes (Bill Hodges Trilogy #1);28.90;14;Fiction;http://books.toscrape.com/media/cache/65/7f/657f9a3b7c0579c7fa499dddddd59422.jpg;caa2e5b3fb1b2d4c;Books;28.90;28.90;0.00;In stock (14 available);0
More Than Music (Chasing the Dream #1);37.61;14;Add a comment;http://books.toscrape.com/media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg;47d47155e89c8be7;Books;37.61;37.61;0.00;In stock (14 available);0
Made to Stick: Why Some Ideas Survive and Others Die;38.85;14;Business;http://books.toscrape.com/media/cache/1e/3e/1e3e1572e17ade03b21c44617fbc4d68.jpg;b96fc7a0ea7d4b45;Books;38.85;38.85;0.00;In stock (14 available);0
Luis Paints the World;53.95;14;Childrens;http://books.toscrape.com/media/cache/34/1e/341e9af2106811a4ca8e56ce92762580.jpg;5b43cae640f2338a;Books;53.95;53.95;0.00;In stock (14 available);0
Luckiest Girl Alive;49.83;14;Default;http://books.toscrape.com/media/cache/2d/61/2d6124f9d5328469e7ce5e4c04326ca5.jpg;d512871626a5e588;Books;49.83;49.83;0.00;In stock (14 available);0
Lowriders to the Center of the Earth (Lowriders in Space #2);51.51;14;Sequential Art;http://books.toscrape.com/media/cache/30/d0/30d033fe3d7be21522498ce2b30d58d6.jpg;a10c7515834240f3;Books;51.51;51.51;0.00;In stock (14 available);0
Love Is a Mix Tape (Music #1);18.03;14;Music;http://books.toscrape.com/media/cache/b2/43/b2430e3958014d962042a14a912151ac.jpg;adb5f51c2e2ab13f;Books;18.03;18.03;0.00;In stock (14 available);0
Looking for Lovely: Collecting the Moments that Matter;29.14;14;Nonfiction;http://books.toscrape.com/media/cache/f8/c7/f8c761844f257fed04cce95f9506cba4.jpg;24af96df0bafb925;Books;29.14;29.14;0.00;In stock (14 available);0
Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments;46.91;14;Default;http://books.toscrape.com/media/cache/b3/20/b3201b03b2fd03915b1f85522be971af.jpg;17fb5a88180f9904;Books;46.91;46.91;0.00;In stock (14 available);0
Let It Out: A Journey Through Journaling;26.79;14;Nonfiction;http://books.toscrape.com/media/cache/2c/15/2c157b05b7b7014be2a05a5bdeca80e7.jpg;1174156c4a0eccaa;Books;26.79;26.79;0.00;In stock (14 available);0
Lady Midnight (The Dark Artifices #1);16.28;14;Default;http://books.toscrape.com/media/cache/bb/80/bb80ecf408c9ecf1cc3652fa8947d245.jpg;708345c9897fd7c5;Books;16.28;16.28;0.00;In stock (14 available);0
It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes;19.55;14;Food and Drink;http://books.toscrape.com/media/cache/38/08/380869ceca4ab70f8620b02187bdf60a.jpg;245e6bf08b8d2955;Books;19.55;19.55;0.00;In stock (14 available);0
Island of Dragons (Unwanteds #7);29.65;14;Fantasy;http://books.toscrape.com/media/cache/0f/65/0f6563cce3cc893cde20b088f6fd4107.jpg;2b52334fab158861;Books;29.65;29.65;0.00;In stock (14 available);0
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction;25.98;14;Humor;http://books.toscrape.com/media/cache/04/ab/04ab560690b2383512d2fdf4c6366b1e.jpg;b8a8ff84233f0570;Books;25.98;25.98;0.00;In stock (14 available);0
I Am Pilgrim (Pilgrim #1);10.60;14;Fiction;http://books.toscrape.com/media/cache/8d/a3/8da36f821f35b795a3a420c84ca9737e.jpg;aeff7b87a8e83ebb;Books;10.60;10.60;0.00;In stock (14 available);0
Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened;14.75;14;Humor;http://books.toscrape.com/media/cache/25/1d/251df0eb9b321159b0ee348d4a9da2af.jpg;fbb21a2f71f4d981;Books;14.75;14.75;0.00;In stock (14 available);0
Hush, Hush (Hush, Hush #1);47.02;14;Default;http://books.toscrape.com/media/cache/0d/e9/0de97404e7bbd00d7aa6cd429b0de1da.jpg;6b6cd77fbc91b7a6;Books;47.02;47.02;0.00;In stock (14 available);0
Hold Your Breath (Search and Rescue #1);28.82;14;Romance;http://books.toscrape.com/media/cache/3d/4d/3d4d8e92429144f6c807adc4b15b7f80.jpg;0b165bd4b9f42fd5;Books;28.82;28.82;0.00;In stock (14 available);0
Hamilton: The Revolution;58.79;14;Nonfiction;http://books.toscrape.com/media/cache/03/1f/031f508a4a8ef70743ea7e9d4f598d38.jpg;afa829857f82f99e;Books;58.79;58.79;0.00;In stock (14 available);0
Greek Mythic History;10.23;14;Default;http://books.toscrape.com/media/cache/b0/45/b04568c8b10a2aef00eaecafefac7ee0.jpg;f201f263d8c23f97;Books;10.23;10.23;0.00;In stock (14 available);0
God: The Most Unpleasant Character in All Fiction;30.03;14;Religion;http://books.toscrape.com/media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg;eec424a84c9e4c68;Books;30.03;30.03;0.00;In stock (14 available);0
Glory over Everything: Beyond The Kitchen House;45.84;14;Historical Fiction;http://books.toscrape.com/media/cache/06/ac/06ac98df817412ce2419c4509fa98c80.jpg;de4b403cb629a29f;Books;45.84;45.84;0.00;In stock (14 available);0
Feathers: Displays of Brilliant Plumage;49.05;14;Art;http://books.toscrape.com/media/cache/0a/d4/0ad48326a0d2dbda145c94e1d50ef673.jpg;9194ae88379dbf1a;Books;49.05;49.05;0.00;In stock (14 available);0
Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years;15.06;14;Nonfiction;http://books.toscrape.com/media/cache/65/c4/65c4530fe298242e8b64c9ab8dd0c2d6.jpg;ac4dde0d1be05de0;Books;15.06;15.06;0.00;In stock (14 available);0
Every Last Word;46.47;14;Default;http://books.toscrape.com/media/cache/c8/2d/c82df316ba150c761cd0b42b05930697.jpg;a2bd4ca82d908442;Books;46.47;46.47;0.00;In stock (14 available);0
Eligible (The Austen Project #4);27.09;14;Fiction;http://books.toscrape.com/media/cache/0a/9a/0a9a0b211bee87b544bd97a8320a0b73.jpg;9eaf58b03a2779cc;Books;27.09;27.09;0.00;In stock (14 available);0
El Deafo;57.62;14;Sequential Art;http://books.toscrape.com/media/cache/95/4b/954b63f24b0e4c1c5ce494b33f694b73.jpg;27c5968fe43cc06e;Books;57.62;57.62;0.00;In stock (14 available);0
Eight Hundred Grapes;14.39;14;Fiction;http://books.toscrape.com/media/cache/5b/34/5b34d6d54467af2d5e44a5f91031adf2.jpg;1d6dd0c87d90fe92;Books;14.39;14.39;0.00;In stock (14 available);0
Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life;51.75;14;Nonfiction;http://books.toscrape.com/media/cache/8e/93/8e93f7095bcb98006b620dae07ef5514.jpg;a01f6d368ef64dc5;Books;51.75;51.75;0.00;In stock (14 available);0
Eat Fat, Get Thin;54.07;14;Health;http://books.toscrape.com/media/cache/a7/6b/a76b04d5de0b2f8f038c9ac27f4d2a42.jpg;047dfa57ba0bf638;Books;54.07;54.07;0.00;In stock (14 available);0
Don't Get Caught;55.35;14;Young Adult;http://books.toscrape.com/media/cache/78/11/78112d48a74583a7acc24a2b46a9f59d.jpg;ad2887ce04583910;Books;55.35;55.35;0.00;In stock (14 available);0
Doctor Sleep (The Shining #2);40.12;14;Horror;http://books.toscrape.com/media/cache/30/05/30053f9d8549febc67059c52fca65744.jpg;bf5de316a5e9a4ab;Books;40.12;40.12;0.00;In stock (14 available);0
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3);37.51;14;Fantasy;http://books.toscrape.com/media/cache/b7/d5/b7d558f31dc9803aeb6c76009fdea5bc.jpg;3c6fe637a0180b01;Books;37.51;37.51;0.00;In stock (14 available);0
Dear Mr. Knightley;11.21;14;Fiction;http://books.toscrape.com/media/cache/e1/8d/e18dc724d16d7501dcaaa56bdb49c16d.jpg;94a958ea126cdcd5;Books;11.21;11.21;0.00;In stock (14 available);0
Daily Fantasy Sports;36.58;14;Default;http://books.toscrape.com/media/cache/f6/65/f6656d023fae1a6219bbe85219d59fd2.jpg;0e94a089328be4bc;Books;36.58;36.58;0.00;In stock (14 available);0
Crazy Love: Overwhelmed by a Relentless God;47.72;14;Christian;http://books.toscrape.com/media/cache/5d/34/5d344393618369df3f560e018b1d9853.jpg;4b9d9cfe0f435788;Books;47.72;47.72;0.00;In stock (14 available);0
Cometh the Hour (The Clifton Chronicles #6);25.01;14;Fiction;http://books.toscrape.com/media/cache/a0/f6/a0f6ff77c5f4604f88b1c74bbf669995.jpg;28cf0d1c51b491e5;Books;25.01;25.01;0.00;In stock (14 available);0
Code Name Verity (Code Name Verity #1);22.13;14;Add a comment;http://books.toscrape.com/media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg;33a3e0e3ffde0dcd;Books;22.13;22.13;0.00;In stock (14 available);0
Clockwork Angel (The Infernal Devices #1);44.14;14;Default;http://books.toscrape.com/media/cache/2f/9f/2f9ff4e4be85da448b02108171b54c3b.jpg;42b0c50fc44140ec;Books;44.14;44.14;0.00;In stock (14 available);0
City of Glass (The Mortal Instruments #3);56.02;14;Fantasy;http://books.toscrape.com/media/cache/10/66/106624e3f3bf865390255be16dfb71d8.jpg;966ebb738e0f9d9b;Books;56.02;56.02;0.00;In stock (14 available);0
City of Fallen Angels (The Mortal Instruments #4);11.23;14;Default;http://books.toscrape.com/media/cache/21/46/2146903b83225c6a74b42a0f19a54e5d.jpg;1e264c677d4ee4ae;Books;11.23;11.23;0.00;In stock (14 available);0
City of Bones (The Mortal Instruments #1);43.28;14;Default;http://books.toscrape.com/media/cache/7e/98/7e987ded586edb92faf57a0af78f1498.jpg;5b987e54ee72525c;Books;43.28;43.28;0.00;In stock (14 available);0
City of Ashes (The Mortal Instruments #2);47.27;14;Default;http://books.toscrape.com/media/cache/f0/90/f090a59e89a8d38bb1bcdc2137b18262.jpg;8a6ec2761f91dad2;Books;47.27;47.27;0.00;In stock (14 available);0
Cell;20.29;14;Add a comment;http://books.toscrape.com/media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg;bfbb54bc8cdeed2b;Books;20.29;20.29;0.00;In stock (14 available);0
Catching Jordan (Hundred Oaks);50.83;14;Young Adult;http://books.toscrape.com/media/cache/f4/8b/f48b76634af0040d4eea1ee896d3676b.jpg;e2e7b683b4c15b7d;Books;50.83;50.83;0.00;In stock (14 available);0
Carry On, Warrior: Thoughts on Life Unarmed;31.85;14;Default;http://books.toscrape.com/media/cache/d1/6b/d16b11b4c957d39bea33a43a96bf9e4c.jpg;1b0fc9f777cad045;Books;31.85;31.85;0.00;In stock (14 available);0
Carrie;46.23;14;Default;http://books.toscrape.com/media/cache/6b/79/6b794e3dc0a32702b2132e2195f6c30f.jpg;5f22418922fa728b;Books;46.23;46.23;0.00;In stock (14 available);0
Buying In: The Secret Dialogue Between What We Buy and Who We Are;37.80;14;Nonfiction;http://books.toscrape.com/media/cache/db/36/db3686ef6b30490998c1b24dbdf730d8.jpg;16ef91b9d827859c;Books;37.80;37.80;0.00;In stock (14 available);0
Brain on Fire: My Month of Madness;49.32;14;Nonfiction;http://books.toscrape.com/media/cache/03/2c/032c97318d71f028d40ab6f5d2ae023f.jpg;a80f66b254fe9eb3;Books;49.32;49.32;0.00;In stock (14 available);0
Batman: Europa;32.01;14;Sequential Art;http://books.toscrape.com/media/cache/dc/f7/dcf7314eb8526366ae9179d1f94bc78e.jpg;bf68dcb5fad3cc8c;Books;32.01;32.01;0.00;In stock (14 available);0
Barefoot Contessa Back to Basics;28.01;14;Food and Drink;http://books.toscrape.com/media/cache/29/b1/29b1f537504f37527f1bf8182559684e.jpg;999912e63a3262ae;Books;28.01;28.01;0.00;In stock (14 available);0
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again;50.62;14;Food and Drink;http://books.toscrape.com/media/cache/4e/92/4e92fef6b2d96fb732480c484dcb1a98.jpg;0e0da9192a025efc;Books;50.62;50.62;0.00;In stock (14 available);0
Balloon Animals;17.03;14;Fiction;http://books.toscrape.com/media/cache/f3/fc/f3fc38185b3b6ede38fd9dea2590c01f.jpg;9b65f676984c9f0c;Books;17.03;17.03;0.00;In stock (14 available);0
Art Ops Vol. 1;48.80;14;Sequential Art;http://books.toscrape.com/media/cache/36/36/3636bc73e33a70300d8265667373d622.jpg;ffdc825785c0ede8;Books;48.80;48.80;0.00;In stock (14 available);0
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1);58.14;14;Young Adult;http://books.toscrape.com/media/cache/e5/3a/e53a42b20d0c60634289aaad3fbb75c6.jpg;41164b8ac02a2c42;Books;58.14;58.14;0.00;In stock (14 available);0
Angels Walking (Angels Walking #1);34.20;14;Add a comment;http://books.toscrape.com/media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg;1fbb5f786e53a0ce;Books;34.20;34.20;0.00;In stock (14 available);0
Angels & Demons (Robert Langdon #1);51.48;14;Default;http://books.toscrape.com/media/cache/c2/fd/c2fd7fed7aa38d095127d2ec62726b17.jpg;ad41c24ccac0c7ce;Books;51.48;51.48;0.00;In stock (14 available);0
All the Light We Cannot See;29.87;14;Historical;http://books.toscrape.com/media/cache/a6/96/a696c1d6bb1ff8f65f51a116160b2aef.jpg;39861fc1c0845d15;Books;29.87;29.87;0.00;In stock (14 available);0
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection";10.90;14;Sequential Art;http://books.toscrape.com/media/cache/bd/b8/bdb8adf93cb0a6778930ccd543dd9b37.jpg;5319169a72714c62;Books;10.90;10.90;0.00;In stock (14 available);0
Abstract City;56.37;14;Nonfiction;http://books.toscrape.com/media/cache/5f/5e/5f5e2741d6c84f05fdd5adf8ba0d5642.jpg;cf1aa2fc02a7d1e0;Books;56.37;56.37;0.00;In stock (14 available);0
A Time of Torment (Charlie Parker #14);48.35;14;Mystery;http://books.toscrape.com/media/cache/f1/37/f137a410ed7d6fcfce17d081caf97915.jpg;4416c474713ec1f5;Books;48.35;48.35;0.00;In stock (14 available);0
A Study in Scarlet (Sherlock Holmes #1);16.73;14;Mystery;http://books.toscrape.com/media/cache/27/40/274003f2720f82844873945b87af6c19.jpg;63ee5bc46066a8a8;Books;16.73;16.73;0.00;In stock (14 available);0
A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer;56.48;14;Add a comment;http://books.toscrape.com/media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg;c1379d3744f1dd2c;Books;56.48;56.48;0.00;In stock (14 available);0
A People's History of the United States;40.79;14;Add a comment;http://books.toscrape.com/media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg;1ad06aed9349af46;Books;40.79;40.79;0.00;In stock (14 available);0
A Man Called Ove;39.72;14;Fiction;http://books.toscrape.com/media/cache/e9/e2/e9e22f047d6733f6c9dbbb8bf5342b09.jpg;8682c03de6a844ff;Books;39.72;39.72;0.00;In stock (14 available);0
A Distant Mirror: The Calamitous 14th Century;14.58;14;History;http://books.toscrape.com/media/cache/d8/0a/d80ac19cd0aef94c5ac257b1eb3c1d37.jpg;d5e0526e1ab682a3;Books;14.58;14.58;0.00;In stock (14 available);0
A Brush of Wings (Angels Walking #3);55.51;14;Add a comment;http://books.toscrape.com/media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg;01a177623cce9596;Books;55.51;55.51;0.00;In stock (14 available);0
1491: New Revelations of the Americas Before Columbus;21.80;14;History;http://books.toscrape.com/media/cache/2d/d2/2dd235d80326531092c70e191d630c7d.jpg;6e8e5626ac4d279e;Books;21.80;21.80;0.00;In stock (14 available);0
The Three Searches, Meaning, and the Story;13.33;13;Default;http://books.toscrape.com/media/cache/35/ec/35ec45c2c5ed5eceb29fe5823ee9744e.jpg;ac5e0d3938caf686;Books;13.33;13.33;0.00;In stock (13 available);0
Searching for Meaning in Gailana;38.73;13;Fantasy;http://books.toscrape.com/media/cache/9e/b4/9eb4396139c421fc9f832011c68adb2c.jpg;2f0213137a80d485;Books;38.73;38.73;0.00;In stock (13 available);0
Rook;37.86;13;Add a comment;http://books.toscrape.com/media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg;44d97b6707dae3f0;Books;37.86;37.86;0.00;In stock (13 available);0
My Kitchen Year: 136 Recipes That Saved My Life;11.53;13;Food and Drink;http://books.toscrape.com/media/cache/70/48/7048787b6fdc04627217bf39465acb7e.jpg;8bbd7df8a324f31d;Books;11.53;11.53;0.00;In stock (13 available);0
13 Hours: The Inside Account of What Really Happened In Benghazi;27.06;13;Nonfiction;http://books.toscrape.com/media/cache/db/8d/db8dda82c57fd0c2b466d40c04ed6075.jpg;4be9d1910f8a4e80;Books;27.06;27.06;0.00;In stock (13 available);0
Will You Won't You Want Me?;13.86;12;Womens Fiction;http://books.toscrape.com/media/cache/b9/ef/b9efe934eaeb1f51ad31a971188d7bc3.jpg;077b635ff2afc578;Books;13.86;13.86;0.00;In stock (12 available);0
Tipping Point for Planet Earth: How Close Are We to the Edge?;37.55;12;Science;http://books.toscrape.com/media/cache/8e/cb/8ecbec21e76445ee83229a439e22aeaa.jpg;148715df5a02ea5e;Books;37.55;37.55;0.00;In stock (12 available);0
The Star-Touched Queen;32.30;12;Fantasy;http://books.toscrape.com/media/cache/dc/57/dc57f908a0a2e130a5c065893a9005dd.jpg;4a7a25be293ad678;Books;32.30;32.30;0.00;In stock (12 available);0
The Silent Sister (Riley MacPherson #1);46.29;12;Fiction;http://books.toscrape.com/media/cache/98/df/98df70802a22c17dac6026645da4ab87.jpg;ce1ae197ada2aec4;Books;46.29;46.29;0.00;In stock (12 available);0
The Midnight Watch: A Novel of the Titanic and the Californian;26.20;12;Add a comment;http://books.toscrape.com/media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg;14e44163678e24dc;Books;26.20;26.20;0.00;In stock (12 available);0
The Lonely City: Adventures in the Art of Being Alone;33.26;12;Nonfiction;http://books.toscrape.com/media/cache/79/66/79660d2683a90670aa014cae6e02b2dc.jpg;582a21a1dbbef3cf;Books;33.26;33.26;0.00;In stock (12 available);0
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore;59.15;12;Add a comment;http://books.toscrape.com/media/cache/39/a9/39a9cca83d84bff87903d4addbef4941.jpg;3063c7e95d0bf76f;Books;59.15;59.15;0.00;In stock (12 available);0
The Golden Condom: And Other Essays on Love Lost and Found;39.43;12;Psychology;http://books.toscrape.com/media/cache/e8/b4/e8b404939ad2b1cc9d896ba646919b17.jpg;235fa48eeed11d82;Books;39.43;39.43;0.00;In stock (12 available);0
The Epidemic (The Program 0.6);14.44;12;Young Adult;http://books.toscrape.com/media/cache/b6/2f/b62f16c69886271a55d3717883323283.jpg;f732d7d18a91d2ba;Books;14.44;14.44;0.00;In stock (12 available);0
The Dinner Party;56.54;12;Fiction;http://books.toscrape.com/media/cache/a5/ad/a5ad88ff798c629eb24b19188c1ea902.jpg;c6ca293d4810e0d5;Books;56.54;56.54;0.00;In stock (12 available);0
The Diary of a Young Girl;59.90;12;Nonfiction;http://books.toscrape.com/media/cache/eb/26/eb2622ca0a304963d3bac0efa1bad775.jpg;54fc03f1e1d355db;Books;59.90;59.90;0.00;In stock (12 available);0
The Children;11.88;12;Add a comment;http://books.toscrape.com/media/cache/b3/0b/b30bf2a60739293261c9a997c7ae2ef6.jpg;64fd010bf8d15096;Books;11.88;11.88;0.00;In stock (12 available);0
Stars Above (The Lunar Chronicles #4.5);48.05;12;Young Adult;http://books.toscrape.com/media/cache/8f/22/8f221677f6d28eba048ebb505fcfd90a.jpg;b63ea3f7a57ae099;Books;48.05;48.05;0.00;In stock (12 available);0
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas;21.21;12;Nonfiction;http://books.toscrape.com/media/cache/17/95/17955609393fb4348e2321228d3e3e4f.jpg;f40fea200e0c644f;Books;21.21;21.21;0.00;In stock (12 available);0
Raspberry Pi Electronics Projects for the Evil Genius;49.67;12;Default;http://books.toscrape.com/media/cache/47/a4/47a4a73d7e52e43ea0550ddd5d9ed034.jpg;ebf81a62e4798fd1;Books;49.67;49.67;0.00;In stock (12 available);0
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two;43.14;12;Business;http://books.toscrape.com/media/cache/fe/1a/fe1afbd5caf79c3c957bfc5cf46f141e.jpg;8976d9161c027142;Books;43.14;43.14;0.00;In stock (12 available);0
